scientific-064	Overflow	Overflow	1 0 pow 1 0 0 0 0 equals
scientific-065	Overflow	Overflow	1 exp 9 9 9 9 multiply 1 0 equals
scientific-066	3	3	2 7 inv pow 3 equals
scientific-067	2	2	1 6 inv pow 4 equals
scientific-068	-2	-2	8 negate inv pow 3 equals
scientific-069	27	27	3 inv square
scientific-070	3.375	3.375	1 decimal 5 inv square
scientific-071	144	144	1 2 square
scientific-072	1.4142135623730950488016887242097	1.4142135623730950488016887242097	2 sqrt
scientific-073	0	0	2 sqrt square subtract 2 equals
scientific-074	1.e+3	1.e+3	1 exp 3
scientific-075	1,000	1,000	1 exp 3 equals
scientific-076	1,501	1,501	1 decimal 5 exp 3 add 1 equals
scientific-077	0.00002	0.00002	2 exp 5 negate equals
scientific-078	3.1415926535897932384626433832795	3.1415926535897932384626433832795	pi
scientific-079	6.283185307179586476925286766559	6.283185307179586476925286766559	pi multiply 2 equals
scientific-080	2	2	1 7 mod 5 equals
scientific-081	3	3	1 7 negate mod 5 equals
scientific-082	-3	-3	1 7 mod 5 negate equals
scientific-083	1.5	1.5	7 decimal 5 mod 2 equals
scientific-084	5	5	5 mod 0 equals
scientific-085	Cannot divide by zero	Cannot divide by zero	1 divide 0 equals
scientific-086	8	8	mc 5 ms 3 mplus mr
scientific-087	1.23e+2	1.23e+2	1 2 3 fe
